ID,APAAC1_A,APAAC1_C,APAAC1_D,APAAC1_E,APAAC1_F,APAAC1_G,APAAC1_H,APAAC1_I,APAAC1_K,APAAC1_L,APAAC1_M,APAAC1_N,APAAC1_P,APAAC1_Q,APAAC1_R,APAAC1_S,APAAC1_T,APAAC1_V,APAAC1_W,APAAC1_Y,APAAC1_HB_lam1,APAAC1_HL_lam1,APAAC1_SC_lam1
Seq_7891,9.046,1.0051,9.046,12.0613,4.0204,13.0664,1.0051,9.046,3.0153,19.0971,5.0256,4.0204,8.0409,8.0409,10.0511,8.0409,12.0613,14.0716,4.0204,3.0153,-0.0037,-0.0013,-0.0002
Seq_7892,24.9155,2.9899,28.902,40.8614,20.929,32.8884,10.9628,28.902,27.9053,44.8479,10.9628,26.9087,17.9392,13.9527,16.9425,27.9053,19.9324,27.9053,8.9696,33.8851,0.0003,0.0014,0.0017
Seq_7893,44.5171,2.9678,28.6888,27.6995,15.8283,23.7424,8.9034,23.7424,21.7639,27.6995,7.9141,18.7961,11.8712,13.8498,15.8283,20.7746,18.7961,26.7103,1.9785,21.7639,0.0029,0.0027,0.0052
Seq_7894,44.5302,0.9896,23.7494,27.7077,13.8538,25.7286,8.906,28.6972,18.8016,35.6241,9.8956,14.8434,12.8643,14.8434,12.8643,20.7808,23.7494,20.7808,1.9791,17.8121,0.0039,0.0015,0.005
Seq_7895,20.7593,3.9541,16.8051,10.8739,2.9656,25.7019,12.851,27.679,13.8395,17.7937,5.9312,15.8166,4.9427,8.8968,13.8395,12.851,9.8854,20.7593,0.9885,6.9198,0.0033,0.0051,0.0031
Seq_7896,10.0156,2.0031,12.0188,8.0125,5.0078,9.0141,2.0031,13.0203,13.0203,12.0188,2.0031,5.0078,5.0078,3.0047,6.0094,6.0094,6.0094,13.0203,2.0031,6.0094,-0.0002,-0.0003,-0.0011
Seq_7897,96.0779,9.0073,64.0519,91.0739,43.0349,63.0511,28.0227,44.0357,70.0568,103.0836,28.0227,36.0292,56.0455,55.0446,44.0357,59.0479,52.0422,61.0495,12.0097,35.0284,-0.0022,0.0015,-0.0001
Seq_7898,37.8294,6.9686,34.8429,28.8698,27.8743,38.8249,14.9327,28.8698,21.9013,33.8474,12.9416,22.8968,17.9192,20.9057,21.9013,14.9327,25.8833,23.8923,10.9506,28.8698,-0.0007,-0.0003,0.0055
Seq_7899,13.1018,3.0235,19.1488,8.0626,10.0783,22.1722,10.0783,23.1801,21.1644,17.1331,7.0548,15.1174,13.1018,3.0235,8.0626,12.0939,22.1722,18.1409,2.0157,13.1018,-0.0039,-0.0017,-0.0022
Seq_7900,29.924,3.9899,18.9519,16.9569,10.9721,30.9215,3.9899,15.9595,13.9645,24.9367,10.9721,5.9848,19.9493,14.962,14.962,4.9873,13.9645,23.9392,0.9975,6.9823,-0.0008,-0.0004,0.0037
Seq_7901,57.2015,7.0248,46.1626,64.2263,43.152,55.1945,15.053,55.1945,64.2263,55.1945,22.0778,55.1945,23.0813,36.1273,23.0813,55.1945,73.2581,43.152,16.0566,50.1768,-0.0036,-0.0016,0.0017
Seq_7902,35.18,3.0154,25.1285,15.0771,11.0566,30.1542,6.0308,20.1028,27.1388,20.1028,8.0411,18.0925,9.0463,5.0257,12.0617,15.0771,27.1388,34.1748,3.0154,8.0411,-0.0067,-0.0046,0.0062
Seq_7903,5.7153,0.0,1.9051,0.0,4.7628,3.8102,0.0,4.7628,0.9526,10.4781,1.9051,0.9526,1.9051,2.8577,0.9526,3.8102,0.9526,10.4781,1.9051,0.9526,0.027999999999999997,0.0117,0.0078
Seq_7904,27.1948,2.0144,16.1154,25.1803,13.0938,31.2236,7.0505,19.137,8.0577,15.1082,10.0721,6.0433,14.101,8.0577,18.1298,16.1154,11.0793,16.1154,3.0216,6.0433,-0.0029,-0.0025,-0.0018
Seq_7905,48.6497,0.0,20.8499,11.9142,8.9357,26.807,5.9571,9.9285,2.9786,36.7355,6.95,6.95,20.8499,8.9357,24.8213,8.9357,17.8713,30.7784,0.9929,6.95,-0.002,-0.0022,0.0114
Seq_7906,14.9196,1.9893,14.9196,9.9464,3.9786,14.9196,6.9625,14.9196,10.941,18.8982,4.9732,6.9625,7.9571,2.9839,8.9518,5.9678,7.9571,18.8982,0.9946,9.9464,0.0012,-0.0032,0.0073
Seq_7907,32.7846,8.9413,23.8433,25.8303,18.876,25.8303,12.9151,27.8172,21.8564,36.7585,9.9347,17.8825,19.8694,18.876,18.876,25.8303,19.8694,27.8172,7.9478,12.9151,0.0021,0.0028,0.0016
Seq_7908,30.1988,7.0464,29.1922,43.285,27.179,25.1657,7.0464,30.1988,38.2519,47.3115,7.0464,21.1392,15.0994,14.0928,24.1591,31.2055,26.1723,24.1591,14.0928,11.0729,-0.0043,-0.0043,0.002
Seq_7909,39.6681,0.9917,15.8672,19.834,4.9585,18.8423,1.9834,16.8589,2.9751,30.7428,7.9336,5.9502,13.8838,2.9751,19.834,14.8755,11.9004,19.834,1.9834,1.9834,-0.0012,-0.0014,0.0109
Seq_7910,10.9473,1.9904,1.9904,6.9664,0.0,1.9904,0.9952,3.9808,2.9856,3.9808,0.9952,0.9952,0.9952,4.976,0.9952,2.9856,8.9569,6.9664,0.0,0.0,-0.0059,0.0003,0.0104
Seq_7911,19.1315,3.0208,11.0761,8.0553,7.0484,13.0899,9.0623,7.0484,5.0346,15.1038,4.0277,5.0346,4.0277,7.0484,12.083,8.0553,10.0692,14.0969,4.0277,6.0415,-0.004,-0.0031,0.0001
Seq_7912,13.9825,0.9987,16.9787,18.9762,8.9887,7.99,0.9987,27.9649,24.9687,24.9687,4.9937,12.9837,7.99,0.0,13.9825,12.9837,7.99,18.9762,0.9987,6.9912,-0.0017,0.0037,-0.0007
Seq_7913,32.1828,4.0229,23.1314,16.0914,8.0457,23.1314,6.0343,24.1371,18.1028,27.1543,5.0286,19.1086,10.0571,8.0457,18.1028,21.12,27.1543,36.2057,6.0343,8.0457,-0.0034,-0.0058,0.0035
Seq_7914,40.7829,8.9524,21.8835,12.9312,13.9259,29.8412,16.91,22.8782,16.91,46.7512,11.9365,19.8941,36.8041,31.8306,16.91,26.8571,26.8571,23.8729,6.9629,9.9471,0.0018,-0.0004,0.0039
Seq_7915,73.3254,4.9544,29.7265,14.8632,51.5259,77.2889,41.6171,50.535,19.8177,75.3071,21.7994,25.763,34.6809,24.7721,22.7903,42.608,37.6536,52.5168,27.7447,18.8268,0.0041,0.0021,0.0029
Seq_7916,30.0695,5.0116,44.1019,48.1112,37.0857,33.0764,14.0324,33.0764,47.1089,39.0903,9.0208,35.0811,30.0695,13.0301,25.0579,48.1112,29.0672,22.051,20.0463,28.0649,-0.003,-0.0002,0.001
Seq_7917,19.9196,11.9518,24.8996,39.8393,18.9237,41.8313,13.9438,29.8795,34.8594,43.8232,10.9558,37.8473,18.9237,13.9438,19.9196,29.8795,37.8473,28.8835,9.9598,18.9237,0.0018,0.0019,0.0003
Seq_7918,24.9682,3.9949,27.9644,15.9797,12.9835,25.967,7.9898,5.9924,3.9949,29.9619,3.9949,6.9911,17.9771,8.9886,30.9606,22.9708,20.9733,30.9606,3.9949,10.986,-0.0044,0.0006,0.0051
Seq_7919,16.8207,1.9789,13.8524,18.7996,2.9684,16.8207,2.9684,10.884,15.8313,15.8313,4.9473,1.9789,9.8945,4.9473,7.9156,11.8734,10.884,12.8629,2.9684,2.9684,0.0001,0.0016,0.0089
Seq_7920,24.8328,4.9666,13.9064,25.8261,14.8997,17.8796,6.9532,28.8061,19.8662,10.9264,8.9398,8.9398,10.9264,5.9599,5.9599,11.9197,13.9064,16.8863,0.9933,5.9599,0.0002,0.004,0.0025
Seq_7921,66.1334,6.9095,23.6896,22.7025,14.806,48.3662,10.8577,27.6378,12.8319,49.3533,5.9224,9.8707,22.7025,6.9095,25.6637,23.6896,15.7931,22.7025,2.9612,10.8577,0.003,0.0015,0.0084
Seq_7922,30.7003,9.9033,24.7583,19.8067,19.8067,30.7003,8.913,16.8357,25.7487,26.739,5.942,18.8163,13.8647,11.884,13.8647,31.6907,12.8743,27.7293,2.971,10.8937,0.002,0.0013,0.0063
Seq_7923,12.0033,2.0005,7.0019,13.0035,5.0014,5.0014,2.0005,14.0038,18.0049,12.0033,7.0019,10.0027,6.0016,5.0014,1.0003,2.0005,4.0011,8.0022,1.0003,6.0016,-0.0026,0.002,0.0003
Seq_7924,28.0479,6.0103,35.0599,23.0394,23.0394,39.0668,13.0223,33.0565,45.0771,46.0788,10.0171,36.0616,36.0616,19.0325,26.0445,52.089,30.0514,40.0685,19.0325,25.0428,-0.0008,-0.0001,-0.0008
Seq_7925,48.1794,10.0374,32.1196,42.1569,16.0598,32.1196,16.0598,23.0859,60.2242,36.1345,13.0486,16.0598,18.0673,19.071,17.0635,27.1009,26.0972,24.0897,11.0411,21.0785,-0.0031,-0.0009,0.0002
Seq_7926,48.3307,0.0,17.7541,22.6858,11.8361,31.5629,4.9317,23.6722,26.6312,28.6039,9.8634,11.8361,22.6858,9.8634,15.7815,22.6858,24.6585,32.5493,1.9727,11.8361,0.003,0.0024,0.0083
Seq_7927,39.4855,24.6785,68.1125,97.7267,24.6785,52.3183,34.5498,26.6527,103.6495,83.9068,11.8457,33.5627,68.1125,45.4084,54.2926,86.8682,45.4084,59.2283,13.8199,24.6785,0.0023,0.0084,0.0022
Seq_7928,33.8858,3.9866,16.9429,15.9462,6.9765,23.9194,5.9798,17.9395,6.9765,24.916,5.9798,10.963,12.9563,11.9597,16.9429,12.9563,10.963,20.9294,2.9899,3.9866,-0.0,-0.003,0.0064
Seq_7929,28.6872,0.0,12.8598,15.8274,7.9137,7.9137,8.9029,10.8813,41.5469,16.8166,4.9461,27.6979,16.8166,28.6872,3.9568,27.6979,43.5253,29.6764,0.9892,10.8813,0.0017,0.0022,0.0069
Seq_7930,11.9561,1.9927,7.9707,18.9304,19.9268,13.9488,6.9744,16.9378,22.9158,29.8902,2.989,10.9597,8.9671,5.978,4.9817,15.9414,13.9488,8.9671,1.9927,6.9744,0.0029,0.0023,-0.0016
Seq_7931,25.1434,4.0229,19.109,23.1319,11.0631,22.1262,6.0344,26.1491,20.1147,29.1663,10.0574,15.086,15.086,7.0402,9.0516,20.1147,27.1549,26.1491,3.0172,16.0918,-0.0034,-0.0051,0.0027
Seq_7932,19.9998,2.0,22.9997,18.9998,14.9998,24.9997,5.9999,16.9998,31.9996,26.9997,7.9999,12.9999,8.9999,9.9999,4.9999,15.9998,18.9998,18.9998,3.0,14.9998,-0.0004,-0.002,0.0025
Seq_7933,43.0727,8.0135,35.0592,32.0541,14.0237,37.0626,13.022,30.0507,18.0304,39.066,13.022,8.0135,18.0304,7.0118,26.044,15.0254,20.0338,27.0457,10.0169,12.0203,-0.0045,-0.0022,0.005
Seq_7934,40.7996,3.9805,23.8827,28.8583,8.956,43.785,10.9462,33.8338,31.8436,37.8143,6.9658,32.8387,11.9414,18.9071,15.9218,13.9316,26.8681,47.7654,2.9853,10.9462,-0.0019,-0.0008,0.0075
Seq_7935,287.4953,55.5163,158.6181,206.2036,108.0586,299.3917,69.3954,165.5577,190.3417,300.3831,111.0327,122.929,140.7736,89.2227,206.2036,190.3417,240.9013,279.5644,93.1881,87.24,0.0029,0.0024,0.0033
Seq_7936,46.4345,2.9639,25.6872,27.6631,14.8195,43.4706,6.9158,29.6391,22.7233,22.7233,12.8436,16.7955,17.7834,8.8917,14.8195,21.7353,28.6511,28.6511,1.9759,12.8436,0.0024,0.0016,0.008
Seq_7937,6.9941,0.0,5.9949,8.9924,4.9958,3.9966,5.9949,7.9933,9.9916,9.9916,0.9992,3.9966,0.0,5.9949,0.9992,2.9975,4.9958,4.9958,0.0,1.9983,-0.0026,0.0018,0.0017
Seq_7938,39.8695,11.9608,19.9347,16.9445,22.925,47.8434,6.9772,24.9184,19.9347,37.876,7.9739,33.8891,25.9152,24.9184,9.9674,30.8989,31.8956,20.9315,12.9576,25.9152,0.0001,-0.0042,0.0074
Seq_7939,20.8925,0.0,18.9027,22.8822,10.9437,17.9078,8.9539,25.8669,15.9181,21.8873,6.9642,7.959,9.9488,12.9334,11.9385,14.9232,12.9334,30.8412,0.0,8.9539,0.0022,0.0021,0.0009
Seq_7940,20.9084,0.0,18.9171,20.9084,10.952,18.9171,8.9607,24.891,16.9259,21.904,6.9695,7.9651,9.9564,13.9389,10.952,14.9346,12.9433,31.8604,0.0,8.9607,0.0015,0.0018,0.0011
Seq_7941,91.8316,9.9817,49.9085,52.903,30.9433,85.8426,19.9634,31.9414,30.9433,65.8792,22.9579,26.9506,42.9213,22.9579,39.9268,46.914,44.9176,55.8975,17.9671,28.9469,-0.001,-0.0014,0.0043
Seq_7942,47.8383,0.0,14.9495,19.9326,8.9697,21.9259,4.9832,21.9259,10.9629,21.9259,6.9764,5.9798,10.9629,10.9629,20.9292,13.9528,11.9596,24.9158,1.9933,6.9764,-0.0011,-0.0003,0.0048
Seq_7943,38.6187,2.9707,27.7262,25.7458,17.824,28.7165,10.8924,16.8338,9.9022,46.5405,11.8827,5.9413,24.7556,14.8533,33.6676,21.7849,21.7849,33.6676,3.9609,4.9511,0.0033,0.0025,0.0041
Seq_7944,639.2394,12.924,318.1285,303.2162,144.152,404.6197,102.3976,112.3391,35.7895,570.643,64.6198,71.5789,370.8185,120.2923,397.6606,203.8011,271.4034,413.567,51.6959,91.4619,-0.0018,-0.0004,0.0081
Seq_7945,29.8419,3.9789,21.884,19.8946,11.9368,19.8946,7.9578,16.9104,23.8735,30.8366,9.9473,12.9315,14.9209,18.8999,14.9209,18.8999,13.9262,24.8682,1.9895,13.9262,0.0011,0.002,0.0022
Seq_7946,35.1207,6.0207,30.1034,28.0965,19.0655,42.1448,9.031,21.0724,28.0965,33.1138,19.0655,18.062,22.0758,18.062,17.0586,15.0517,22.0758,29.1,8.0276,9.031,-0.0041,-0.0029,0.0035
Seq_7947,16.8496,1.9823,9.9115,16.8496,4.9558,9.9115,4.9558,12.885,12.885,17.8408,5.9469,3.9646,7.9292,7.9292,9.9115,14.8673,7.9292,10.9027,2.9735,5.9469,0.0034,0.0063,-0.0009
Seq_7948,31.7776,1.9861,14.8958,11.9166,4.9653,16.8819,4.9653,21.8471,8.9375,15.8888,6.9514,5.9583,3.9722,8.9375,7.9444,7.9444,16.8819,11.9166,4.9653,3.9722,0.0001,-0.0021,0.0089
Seq_7949,127.1692,2.9574,66.0491,43.3755,48.3046,90.6943,12.8155,67.0349,40.4181,113.3679,30.56,49.2904,57.1768,25.631,56.191,87.7369,76.893,76.893,25.631,26.6168,0.0029,0.0015,0.0098
Seq_7950,40.6076,2.9713,26.7416,29.7129,19.8086,46.5502,15.8469,28.7225,23.7703,27.732,9.9043,16.8373,11.8852,10.8947,16.8373,18.8182,34.665,42.5885,1.9809,18.8182,0.0038,0.0012,0.0046
Seq_7951,23.8955,3.9826,13.939,9.9565,3.9826,25.8868,6.9695,15.9303,11.9478,14.9347,8.9608,13.939,8.9608,5.9739,12.9434,11.9478,16.926,26.8824,2.9869,4.9782,-0.0026,-0.0004,0.0074
Seq_7952,26.7567,3.964,13.8739,41.6216,27.7477,34.6847,11.8919,24.7748,22.7928,36.6666,5.9459,21.8018,23.7838,16.8468,21.8018,17.8378,21.8018,34.6847,0.0,11.8919,0.0019,0.002,0.0052
Seq_7953,50.2833,7.0397,37.2096,29.1643,27.153,28.1586,15.085,18.102,26.1473,23.1303,11.0623,14.0793,18.102,11.0623,22.1246,25.1416,24.136,25.1416,14.0793,23.1303,-0.0042,-0.0021,0.0006
Seq_7954,47.0505,14.0151,24.0258,34.0366,26.028,32.0344,11.0118,24.0258,38.0409,48.0516,10.0108,29.0312,26.028,12.0129,16.0172,45.0484,24.0258,45.0484,3.0032,20.0215,-0.0044,-0.0032,0.0066
Seq_7955,27.2207,5.0409,25.2044,28.2289,19.1553,13.1063,15.1226,20.1635,17.139,35.2861,6.049,14.1144,14.1144,10.0817,20.1635,21.1717,20.1635,24.1962,2.0163,7.0572,-0.0032,-0.0034,-0.0015
Seq_7956,37.3044,0.9817,12.762,18.6522,10.7987,14.7254,5.8902,22.579,24.5424,28.4692,3.9268,10.7987,9.817,8.8353,4.9085,18.6522,20.6156,24.5424,0.9817,2.9451,0.0044,0.0039,0.0099
Seq_7957,19.9895,4.9974,17.9906,22.988,14.9921,24.9869,8.9953,24.9869,24.9869,23.9874,2.9984,14.9921,13.9927,8.9953,2.9984,10.9942,21.9885,24.9869,0.9995,7.9958,-0.0029,0.0001,0.0034
Seq_7958,27.8119,2.9798,11.9194,15.8925,9.9328,21.8522,5.9597,10.9261,9.9328,16.8858,10.9261,4.9664,9.9328,8.9395,12.9126,14.8992,22.8455,26.8186,0.9933,3.9731,-0.0036,-0.0048,0.0151
Seq_7959,6.097,0.0,9.1455,15.2425,9.1455,9.1455,1.0162,7.1132,15.2425,14.2263,9.1455,11.1778,8.1293,5.0808,9.1455,8.1293,6.097,6.097,3.0485,10.1617,-0.0056,-0.0047,-0.0059
Seq_7960,31.9647,2.9967,24.9724,23.9735,14.9835,33.9625,8.9901,20.9768,35.9603,32.9636,11.9868,16.9813,23.9735,5.9934,9.989,22.9746,20.9768,36.9592,3.9956,22.9746,-0.0032,-0.0001,0.0044
Seq_7961,63.1603,3.0076,53.1349,56.1425,36.0916,40.1018,15.0382,55.14,53.1349,75.1909,5.0127,22.056,34.0865,31.0789,38.0967,38.0967,42.1069,52.1323,10.0254,24.0611,-0.0018,-0.0006,-0.0001
Seq_7962,27.8659,0.0,34.8324,26.8707,7.9617,30.8515,6.9665,15.9234,7.9617,19.9042,4.9761,8.9569,10.9473,11.9425,14.9282,16.9186,14.9282,29.8563,1.9904,7.9617,-0.0024,-0.0016,0.0088
Seq_7963,17.9638,1.996,14.9698,14.9698,12.9738,6.9859,8.9819,13.9718,15.9678,20.9577,6.9859,18.9618,4.9899,9.9799,5.9879,13.9718,10.9779,13.9718,1.996,9.9799,-0.0009,-0.0001,0.003
Seq_7964,31.8534,5.9725,14.9313,21.8992,14.9313,34.8396,11.945,23.89,15.9267,32.8488,5.9725,10.9496,12.9404,2.9863,14.9313,14.9313,11.945,24.8854,2.9863,7.9633,-0.0003,-0.0013,0.0061
Seq_7965,48.1395,9.0261,50.1453,46.1336,26.0755,43.1249,25.0726,42.122,41.1191,42.122,16.0465,20.0581,28.0813,23.0668,41.1191,47.1365,40.1162,45.1307,9.0261,24.0697,-0.0029,0.0006,-0.0006
Seq_7966,41.9238,10.9801,31.942,62.8857,30.9438,53.9021,4.9909,55.8984,61.8876,78.8567,32.9402,35.9347,27.9492,33.9383,52.9039,42.922,39.9275,37.9311,11.9782,17.9674,-0.0,0.0008,0.001
Seq_7967,6.904,0.0,8.8765,5.9177,2.9588,2.9588,7.8902,2.9588,5.9177,10.8491,7.8902,3.9451,7.8902,2.9588,3.9451,5.9177,6.904,4.9314,2.9588,1.9726,0.0065,0.0038,0.0034
Seq_7968,17.9504,3.989,5.9835,17.9504,6.9807,14.9587,2.9917,12.9642,14.9587,20.9422,3.989,5.9835,18.9477,8.9752,13.9614,3.989,7.978,13.9614,3.989,2.9917,-0.0016,0.0032,0.0011
Seq_7969,25.1559,0.0,8.0499,11.0686,8.0499,19.1184,10.0623,3.0187,2.0125,22.1371,3.0187,4.0249,10.0623,9.0561,12.0748,8.0499,16.0997,9.0561,6.0374,7.0436,-0.0046,-0.0058,0.0041
Seq_7970,19.7412,4.9353,27.6377,28.6247,16.78,10.8577,5.9224,24.6765,21.7153,32.573,10.8577,14.8059,10.8577,15.793,26.6506,21.7153,16.78,22.7024,2.9612,17.7671,0.0058,0.0059,0.0013
Seq_7971,46.5667,3.9631,30.7142,35.6681,18.8248,41.6128,8.917,29.7234,42.6036,38.6405,15.8525,16.8433,25.7603,11.8894,18.8248,20.8064,21.7972,43.5944,3.9631,15.8525,0.0008,0.0018,0.0066
Seq_7972,27.5734,10.8324,7.8781,4.9238,9.8477,26.5887,6.8934,11.8172,0.0,29.543,3.9391,16.741,14.7715,11.8172,23.6344,14.7715,8.8629,27.5734,2.9543,1.9695,0.0065,0.0054,0.0033
Seq_7973,28.6895,17.8073,23.743,28.6895,11.8715,38.5824,18.7966,19.7859,18.7966,60.3469,9.8929,15.8287,27.7002,22.7538,34.6253,33.636,26.7109,38.5824,9.8929,10.8822,0.0051,0.0024,0.0032
Seq_7974,34.3796,4.0447,20.2233,22.2456,26.2903,30.3349,4.0447,10.1116,14.1563,24.2679,6.067,14.1563,10.1116,15.1675,24.2679,13.1451,15.1675,28.3126,1.0112,16.1786,-0.0077,-0.0033,-0.0002
Seq_7975,36.7462,2.9794,9.9314,10.9245,6.952,28.8011,8.9383,13.904,8.9383,28.8011,1.9863,10.9245,10.9245,10.9245,8.9383,10.9245,11.9177,24.8285,4.9657,0.9931,0.0008,-0.0002,0.0062
Seq_7976,16.9365,1.9925,7.9701,8.9664,11.9552,10.9589,4.9813,4.9813,4.9813,15.9402,6.9739,4.9813,10.9589,6.9739,5.9776,14.944,13.9477,12.9515,0.9963,0.9963,-0.0006,0.0002,0.0041
Seq_7977,44.7202,0.0,16.8943,24.8446,15.9005,17.8881,5.9627,10.9316,11.9254,33.7886,8.944,10.9316,15.9005,22.857,8.944,18.8819,23.8508,23.8508,2.9813,8.944,0.0009,-0.0011,0.0064
Seq_7978,16.9912,4.9974,13.9928,24.9871,15.9917,15.9917,2.9985,10.9943,20.9892,19.9897,4.9974,10.9943,13.9928,10.9943,13.9928,12.9933,8.9954,16.9912,7.9959,6.9964,0.0003,0.0015,-0.0013
Seq_7979,33.8356,5.971,19.9033,24.8791,21.8936,28.8598,17.913,18.9081,14.9275,48.7631,6.9662,26.8695,29.8549,16.9178,19.9033,25.8743,24.8791,33.8356,11.942,20.8985,-0.0004,0.0009,0.0044
Seq_7980,39.7912,5.9687,19.8956,24.8695,10.9426,44.7651,7.9582,26.859,41.7807,41.7807,14.9217,12.9321,19.8956,8.953,15.9165,33.8225,21.8851,30.8381,1.9896,11.9373,-0.0021,0.0008,0.0065
Seq_7981,16.9439,0.0,13.9538,17.9406,8.9703,16.9439,7.9736,13.9538,8.9703,31.8943,4.9835,13.9538,9.967,8.9703,15.9472,8.9703,19.934,16.9439,4.9835,9.967,0.0017,-0.0014,0.0031
Seq_7982,32.9119,3.9893,31.9146,29.92,24.9333,29.92,9.9733,31.9146,36.9013,47.8719,5.984,20.944,38.8959,17.952,15.9573,36.9013,27.9253,23.936,7.9787,21.9413,0.0002,0.0005,0.002
Seq_7983,36.3527,9.8251,24.5626,38.3177,12.7726,40.2827,9.8251,12.7726,17.6851,47.1603,7.86,6.8775,32.4227,16.7026,46.1778,32.4227,21.6151,26.5276,4.9125,7.86,0.003,0.006,0.0086
Seq_7984,38.0301,7.0055,16.0127,19.015,6.0047,44.0348,10.0079,22.0174,13.0103,31.0245,6.0047,8.0063,21.0166,14.0111,13.0103,9.0071,16.0127,36.0285,4.0032,9.0071,-0.0025,-0.0046,0.0063
Seq_7985,32.6421,0.9892,13.8482,14.8373,7.9132,23.7397,0.9892,18.7939,15.8265,16.8156,10.8807,15.8265,3.9566,5.9349,9.8915,7.9132,17.8048,20.7723,0.9892,3.9566,-0.0003,0.0038,0.0074
Seq_7986,14.0708,0.0,11.0556,12.0607,8.0405,18.091,8.0405,16.0809,18.091,21.1062,3.0152,15.0759,8.0405,11.0556,4.0202,6.0303,9.0455,9.0455,5.0253,15.0759,-0.0057,-0.0043,0.005
Seq_7987,20.011,5.0027,19.0104,20.011,11.006,34.0187,9.0049,7.0038,6.0033,27.0148,4.0022,11.006,20.011,7.0038,21.0115,18.0099,19.0104,16.0088,8.0044,6.0033,-0.003,0.0008,0.0016
Seq_7988,40.9359,12.9797,25.9594,40.9359,24.9609,32.9484,9.9844,23.9625,33.9469,61.9031,24.9609,18.9703,35.9437,20.9672,25.9594,31.95,24.9609,36.9422,11.9812,12.9797,-0.0013,0.0012,0.0017
Seq_7989,30.187,2.0125,12.0748,15.0935,6.0374,11.0686,6.0374,2.0125,2.0125,29.1807,5.0312,4.0249,19.1184,11.0686,25.1558,8.0499,7.0436,13.081,6.0374,7.0436,-0.004,-0.001,-0.0013
Seq_7990,3.9629,0.0,9.9073,8.9166,8.9166,10.8981,7.9259,11.8888,9.9073,13.8703,3.9629,9.9073,6.9351,8.9166,5.9444,6.9351,11.8888,12.8796,1.9815,3.9629,0.006,0.0035,-0.0002
Seq_7991,29.0124,5.0021,14.006,16.0069,7.003,11.0047,4.0017,15.0064,6.0026,37.0158,4.0017,1.0004,18.0077,19.0081,15.0064,13.0056,20.0086,13.0056,7.003,8.0034,-0.0041,-0.0018,0.0054
Seq_7992,46.813,1.992,25.8965,23.9045,12.9483,21.9125,4.9801,10.9562,6.9721,38.8448,4.9801,6.9721,12.9483,4.9801,25.8965,14.9403,19.9204,22.9085,4.9801,5.9761,-0.0043,-0.0058,0.013999999999999999
Seq_7993,24.7437,0.9897,15.836,16.8257,4.9487,35.631,5.9385,24.7437,17.8155,30.6822,10.8872,13.8565,8.9077,7.918,12.8667,11.877,16.8257,32.6617,0.0,3.959,0.0006,-0.0001,0.0098
Seq_7994,32.7584,2.978,17.8682,8.9341,10.9195,15.8829,3.9707,7.9414,8.9341,22.8316,8.9341,4.9634,11.9122,12.9048,14.8902,14.8902,13.8975,23.8243,0.9927,2.978,-0.0003,-0.0021,0.0097
Seq_7995,27.4116,3.0457,28.4268,17.2591,18.2744,16.2439,11.1677,9.1372,5.0762,37.564,15.2287,10.1524,25.3811,16.2439,31.4725,15.2287,15.2287,20.3049,9.1372,11.1677,-0.0065,-0.0073,-0.0014
Seq_7996,55.5487,0.9919,9.9194,38.6857,10.9114,32.7341,6.9436,11.9033,18.8469,39.6777,5.9516,1.9839,11.9033,10.9114,30.7502,14.8791,14.8791,31.7421,4.9597,14.8791,0.0025,0.0037,0.0019
Seq_7997,7.9781,0.0,6.9808,6.9808,3.989,22.937,2.9918,15.9562,6.9808,7.9781,0.9973,4.9863,7.9781,3.989,1.9945,12.9644,8.9753,10.9699,1.9945,6.9808,-0.0023,-0.0036,0.0086
Seq_7998,23.1127,0.0,10.049,8.0392,5.0245,14.0686,4.0196,14.0686,0.0,9.0441,8.0392,3.0147,8.0392,6.0294,14.0686,6.0294,8.0392,14.0686,3.0147,3.0147,-0.0007,-0.0019,-0.0023
Seq_7999,18.9867,5.9958,20.9853,37.9734,17.9874,20.9853,9.993,31.9776,21.9846,38.9727,12.9909,17.9874,15.9888,12.9909,21.9846,32.9769,29.979,31.9776,7.9944,13.9902,0.0011,0.0028,-0.0032
Seq_8000,3.0512,0.0,5.0853,12.2047,2.0341,2.0341,0.0,6.1023,7.1194,11.1876,4.0682,5.0853,1.0171,8.1364,3.0512,8.1364,9.1535,7.1194,1.0171,2.0341,-0.0097,-0.0036,-0.0038
Seq_8001,44.2374,5.8983,10.8136,8.8475,37.356,25.5594,13.7627,53.0849,20.6441,102.2375,26.5424,33.4238,31.4577,19.6611,7.8644,47.1866,61.9324,14.7458,11.7966,15.7289,0.0078,0.0039,0.0053
Seq_8002,77.3433,16.0713,63.2809,62.2764,39.1739,72.321,34.1516,39.1739,20.0892,96.428,24.107,48.214,64.2854,58.2586,66.2943,61.272,56.2497,64.2854,39.1739,31.1382,-0.0041,-0.0028,0.0024
Seq_8003,82.4215,6.9512,17.8745,27.8048,15.8885,38.7282,7.9442,19.8606,16.8815,40.7142,14.8954,18.8676,17.8745,21.8467,20.8536,15.8885,23.8327,34.756,6.9512,7.9442,-0.0012,-0.0018,0.0099
Seq_8004,69.921,15.7568,42.3465,83.7083,35.4529,92.5715,4.924,94.5411,18.7113,52.1946,28.5593,50.225,88.6323,32.4985,24.6201,196.9606,425.4349,103.4043,24.6201,28.5593,0.0027,0.0017,0.0108
