CLASS,Molecular Weight,Aromaticity,Isoelectric Point,Gravy,Helix,Turn,Sheet,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
nonDRNA,10085.3959,0.09782608699999999,4.765744972,0.118478261,0.282608696,0.20652173899999998,0.27173913,11.96,6.52,4.35,4.35,5.43,1.09,0.0,3.26,3.26,8.7,2.17,2.17,4.35,7.61,3.26,13.04,7.61,6.52,1.09,3.26
nonDRNA,21390.3435,0.06829268299999999,4.990713692,0.292195122,0.302439024,0.20487804899999998,0.31707317100000004,17.56,1.95,4.39,4.88,2.93,9.27,0.98,7.32,3.41,7.8,1.46,1.46,5.85,6.34,3.41,3.9,4.88,8.29,1.46,2.44
nonDRNA,80556.6672,0.093243243,5.19607296,-0.152567568,0.31891891899999997,0.272972973,0.263513514,8.92,0.54,5.54,5.54,4.19,8.78,1.89,3.92,2.3,11.22,0.68,3.24,6.76,4.05,5.95,8.51,5.41,7.43,1.35,3.78
nonDRNA,29907.2282,0.14828897300000002,9.317438316,0.620152091,0.46387832700000003,0.18250950600000002,0.285171103,7.22,0.76,1.14,4.18,4.94,7.6,2.28,5.32,5.32,12.93,4.18,2.66,1.9,3.04,2.66,6.08,4.56,13.31,4.94,4.94
nonDRNA,38499.0591,0.086705202,6.2657258989999995,-0.323121387,0.303468208,0.21965317899999998,0.28901734100000004,9.83,0.58,5.2,5.78,2.6,6.94,3.18,4.05,3.76,11.56,1.73,3.76,4.91,5.2,6.07,6.36,6.36,6.07,0.87,5.2
nonDRNA,133275.5745,0.09012131699999999,7.482534981000001,-0.521403813,0.300693241,0.208838821,0.252166378,4.33,2.77,5.63,8.23,3.81,4.94,2.95,5.72,9.01,9.71,2.95,5.11,4.51,3.55,4.94,6.33,4.68,5.63,1.3,3.9
nonDRNA,35465.2979,0.099041534,6.315744209,-0.290734824,0.313099042,0.20447284300000002,0.24600639,8.63,2.24,7.03,5.11,3.51,5.11,2.88,5.75,7.03,8.31,2.56,4.79,6.39,3.51,4.15,4.15,5.11,7.35,2.88,3.51
nonDRNA,34657.5845,0.066465257,9.081290627000001,0.157401813,0.314199396,0.247734139,0.296072508,13.6,1.21,3.32,5.74,2.11,12.08,0.91,4.23,4.23,8.76,1.51,2.72,5.74,1.51,6.65,4.23,5.14,11.78,0.91,3.63
nonDRNA,30332.6464,0.051094890999999996,6.669169043999999,-0.174452555,0.321167883,0.21897810199999998,0.28467153300000003,7.66,1.46,4.74,7.66,3.28,6.57,2.55,5.84,6.2,12.04,1.09,3.28,6.2,6.2,5.84,5.84,2.55,9.12,0.36,1.46
nonDRNA,44565.583,0.11658031099999999,5.834943199,-0.300777202,0.336787565,0.22279792699999998,0.287564767,4.15,1.55,4.15,7.77,4.92,5.18,3.37,3.63,4.92,13.99,2.85,2.59,6.74,4.4,4.66,7.77,6.22,4.4,1.81,4.92
nonDRNA,6577.7341,0.050847458,8.39747448,-0.093220339,0.305084746,0.22033898300000002,0.254237288,6.78,6.78,3.39,8.47,0.0,5.08,1.69,13.56,13.56,8.47,1.69,5.08,5.08,0.0,1.69,6.78,3.39,3.39,1.69,3.39
nonDRNA,49687.5464,0.09468822199999999,6.266521645,-0.425866051,0.29330254,0.19399538100000002,0.288683603,6.7,3.93,4.85,9.47,3.93,5.31,3.7,4.62,8.08,9.47,3.23,3.46,4.39,3.46,4.85,6.24,3.0,5.77,0.92,4.62
nonDRNA,46658.0049,0.06993007,5.653285789,-0.13986014,0.296037296,0.24708624699999998,0.30069930100000003,11.42,1.86,6.06,6.06,4.2,8.39,3.73,4.66,1.4,11.89,0.7,4.9,4.9,2.8,7.69,6.53,3.96,6.06,0.7,2.1
nonDRNA,33281.8893,0.040498442,5.542279242999999,0.220872274,0.308411215,0.20560747699999998,0.32087227399999996,15.89,0.0,4.05,5.92,1.56,7.48,0.93,7.17,7.17,9.03,1.25,3.12,4.05,5.3,1.56,5.92,6.54,10.59,0.0,2.49
nonDRNA,32480.8388,0.054794521,5.844492149,-0.106164384,0.328767123,0.22260274,0.243150685,6.85,1.03,7.88,5.82,3.42,5.14,2.4,10.27,5.48,10.27,1.37,2.74,4.11,4.11,6.51,10.27,3.42,6.85,1.03,1.03
nonDRNA,32966.5126,0.141868512,5.767645836,-0.442214533,0.339100346,0.269896194,0.238754325,6.57,0.0,4.84,5.19,3.11,7.96,1.73,4.15,3.81,10.03,2.08,7.27,4.5,3.46,4.84,7.27,6.57,5.54,3.11,7.96
nonDRNA,149006.4411,0.107248521,5.702508354,-0.495784024,0.284763314,0.26479289899999997,0.22707100600000002,8.88,0.37,6.58,4.81,2.66,8.14,2.0,3.92,7.1,7.25,1.78,6.14,4.73,3.25,2.59,7.47,7.69,6.58,2.51,5.55
nonDRNA,36637.9109,0.064139942,6.153298378,0.186588921,0.332361516,0.256559767,0.294460641,10.79,1.46,4.08,6.12,2.62,11.08,2.62,5.25,1.75,10.79,1.75,2.33,7.58,1.75,7.29,4.66,3.5,10.79,1.75,2.04
nonDRNA,14346.4847,0.045454545,6.4074254989999995,0.016666667,0.287878788,0.17424242399999998,0.34848484799999996,12.88,1.52,3.79,6.82,3.03,8.33,3.03,3.79,2.27,12.12,3.03,0.76,6.82,6.82,7.58,1.52,6.06,8.33,0.76,0.76
nonDRNA,32679.2654,0.056666667000000004,8.675655556,-0.208333333,0.24,0.25,0.29,10.33,7.0,2.0,6.33,3.33,7.67,2.67,1.33,0.67,11.67,0.67,2.0,9.67,4.67,10.33,5.67,6.33,5.33,1.0,1.33
nonDRNA,45961.7914,0.090909091,4.5585668560000006,0.101818182,0.295454545,0.3,0.218181818,9.77,2.27,5.68,2.73,2.27,10.91,1.59,5.91,2.27,7.27,2.05,5.0,3.41,1.14,2.05,10.68,10.91,7.27,2.05,4.77
nonDRNA,34555.2509,0.074433657,6.247139549,-0.201294498,0.330097087,0.236245955,0.236245955,5.18,0.65,6.15,5.83,3.24,6.8,1.62,7.44,6.47,9.71,2.91,4.85,4.21,4.53,4.85,7.77,5.18,8.41,0.97,3.24
nonDRNA,67791.4199,0.07804878,8.035742378,-0.411056911,0.24227642300000002,0.253658537,0.245528455,8.62,6.5,3.58,5.2,2.6,7.97,4.39,1.46,3.09,9.92,0.81,2.11,9.11,6.02,6.5,6.18,5.69,5.04,2.11,3.09
nonDRNA,61935.9018,0.108303249,5.281672478,-0.538267148,0.274368231,0.25631769,0.220216606,7.04,2.35,6.68,6.5,3.43,7.76,1.81,3.97,6.5,6.5,1.99,4.69,7.22,2.71,3.97,5.96,7.4,6.14,2.89,4.51
nonDRNA,14163.339,0.02238806,9.35160656,-0.189552239,0.208955224,0.29850746300000003,0.276119403,11.94,4.48,2.24,4.48,0.75,5.22,0.75,4.48,5.97,7.46,3.73,3.73,10.45,4.48,5.97,10.45,5.22,6.72,0.0,1.49
nonDRNA,35366.3542,0.11038961,6.513146019,-0.46525974,0.321428571,0.233766234,0.23051948100000003,5.52,0.65,4.22,5.19,3.25,6.17,5.84,4.55,3.25,10.06,2.27,6.17,4.55,5.84,4.87,6.49,6.82,6.49,1.62,6.17
nonDRNA,15614.1209,0.115942029,8.710404015,-0.344202899,0.27536231899999997,0.19565217399999998,0.18840579699999999,5.07,10.14,7.25,4.35,2.9,8.7,0.72,3.62,12.32,6.52,2.9,2.17,3.62,0.72,4.35,5.07,5.07,5.8,2.17,6.52
nonDRNA,15907.3459,0.152173913,8.735675621,-0.260144928,0.304347826,0.19565217399999998,0.19565217399999998,5.8,10.14,4.35,5.07,4.35,9.42,1.45,4.35,7.25,6.52,2.17,2.17,3.62,1.45,7.25,4.35,5.07,4.35,2.9,7.97
nonDRNA,15272.999,0.115942029,4.210541725,-0.244927536,0.260869565,0.21739130399999998,0.21739130399999998,6.52,10.14,7.97,7.25,2.9,10.14,0.72,4.35,2.9,5.07,2.9,1.45,3.62,5.07,3.62,6.52,5.07,5.07,1.45,7.25
nonDRNA,148096.7044,0.06780924,6.106065178,-0.387406855,0.263785395,0.277198212,0.245156483,5.22,4.47,4.69,6.78,2.61,9.09,3.43,3.35,3.8,9.99,2.53,4.32,6.93,3.8,6.04,7.38,5.14,6.26,1.12,3.06
nonDRNA,63020.5897,0.079310345,5.055169106,-0.453103448,0.222413793,0.244827586,0.203448276,7.41,6.55,8.1,6.21,3.97,8.79,2.76,2.07,5.17,4.66,2.07,2.59,4.48,3.62,4.66,8.62,6.72,7.59,0.69,3.28
nonDRNA,37016.6986,0.11801242199999999,4.693104743999999,-0.193478261,0.360248447,0.18012422399999997,0.319875776,6.52,0.0,4.66,11.49,5.9,5.9,1.86,6.21,6.83,10.87,3.11,5.28,1.86,4.04,2.48,4.97,4.97,7.14,1.55,4.35
nonDRNA,37187.5304,0.057636888,6.322394371000001,0.129971182,0.340057637,0.259365994,0.30259366,10.09,1.44,3.75,6.63,2.88,10.95,2.59,5.19,2.31,12.39,1.15,3.46,7.2,3.46,7.2,4.32,1.44,10.66,0.29,2.59
nonDRNA,24392.0772,0.12442396300000001,5.962603569,-0.494009217,0.313364055,0.207373272,0.207373272,7.37,1.84,8.76,5.07,4.61,5.99,1.38,2.76,11.06,7.37,0.92,5.53,1.84,2.76,1.84,7.37,6.91,8.76,0.92,6.91
nonDRNA,23704.856,0.09047619,5.9964227679999995,-0.392380952,0.252380952,0.195238095,0.32857142899999997,11.43,4.29,4.29,9.05,3.33,5.71,1.43,4.76,3.81,9.05,3.33,3.33,6.19,2.38,8.57,4.29,6.67,2.38,0.95,4.76
nonDRNA,42179.1738,0.120734908,4.897099876,-0.087401575,0.341207349,0.262467192,0.19685039399999998,4.99,1.84,5.77,3.67,5.25,8.66,1.57,5.77,3.94,8.66,2.36,3.94,4.2,6.82,2.36,9.45,6.3,7.61,1.05,5.77
nonDRNA,96546.5915,0.09456264800000001,5.866034126000001,-0.278605201,0.33687943299999995,0.19858156,0.242316785,4.73,2.13,6.62,7.45,5.32,6.74,1.65,8.63,7.8,10.17,1.89,5.44,2.25,4.26,4.96,5.44,4.96,5.44,0.59,3.55
nonDRNA,16939.3996,0.087837838,10.3029665,-0.72027027,0.256756757,0.22972973,0.29054054100000004,7.43,0.0,4.05,6.76,4.73,8.11,1.35,2.03,9.46,10.81,4.05,2.7,4.73,3.38,10.81,7.43,4.05,4.05,0.68,3.38
nonDRNA,34859.5503,0.090032154,5.699836922,-0.108681672,0.31832797399999996,0.189710611,0.27331189699999997,9.0,1.61,8.04,5.47,6.11,6.11,2.25,5.79,4.82,9.97,2.89,4.18,3.86,2.57,6.75,4.82,5.79,7.07,0.64,2.25
nonDRNA,32564.2124,0.098976109,5.573654366,-0.071331058,0.34129692799999994,0.201365188,0.310580205,8.53,0.68,4.78,8.53,5.12,8.87,1.37,7.51,8.87,11.26,2.73,4.78,2.39,2.39,2.73,4.1,5.12,5.46,0.34,4.44
nonDRNA,4790.6635,0.19047619,5.876663017,0.973809524,0.5,0.19047619,0.30952381,9.52,0.0,4.76,2.38,14.29,4.76,0.0,7.14,2.38,16.67,2.38,2.38,7.14,0.0,4.76,4.76,4.76,7.14,2.38,2.38
nonDRNA,31969.4637,0.121428571,5.173280525,-0.210714286,0.364285714,0.189285714,0.260714286,5.0,0.0,6.07,10.36,5.0,9.29,2.14,8.21,8.93,7.14,3.57,1.43,4.29,2.14,3.57,3.93,2.86,8.93,0.71,6.43
nonDRNA,313263.222,0.10405643699999999,4.8814691539999995,-0.611957672,0.275132275,0.248677249,0.20035273399999998,8.32,0.07,9.31,2.86,3.46,8.32,1.83,4.16,6.24,7.02,1.83,7.97,3.14,6.21,2.26,5.43,8.68,5.93,1.48,5.47
nonDRNA,14262.0682,0.066176471,6.4074823379999994,0.105147059,0.28676470600000004,0.22794117600000002,0.360294118,16.18,0.74,5.15,5.88,4.41,11.76,2.94,0.0,1.47,11.76,2.21,2.94,4.41,0.0,8.82,3.68,5.15,10.29,0.0,2.21
nonDRNA,72852.427,0.064564565,5.9824403760000004,-0.015765766,0.328828829,0.20420420399999997,0.411411411,13.96,0.15,3.75,9.61,2.7,8.41,2.7,2.1,2.85,16.67,0.9,1.5,8.41,1.5,8.86,2.1,2.4,7.66,1.65,2.1
nonDRNA,67104.8972,0.080944351,8.984974861,-0.638279933,0.258010118,0.22934232699999998,0.22596964600000002,5.56,3.88,5.23,6.75,2.87,6.91,2.87,4.72,9.44,8.6,1.69,3.37,4.72,4.22,5.73,7.93,5.9,4.38,1.85,3.37
nonDRNA,28994.3518,0.081712062,5.308670998,-0.076264591,0.361867704,0.21789883300000001,0.287937743,4.28,0.0,4.28,10.51,4.28,8.56,2.33,10.51,8.17,10.51,3.5,5.45,4.28,1.56,3.11,3.5,4.28,7.0,0.39,3.5
nonDRNA,16837.7548,0.11333333300000001,4.831394005,-0.178666667,0.306666667,0.233333333,0.273333333,8.0,1.33,6.67,6.67,5.33,9.33,4.0,5.33,1.33,8.67,4.0,5.33,4.0,1.33,5.33,4.67,7.33,5.33,3.33,2.67
nonDRNA,50135.0666,0.095343681,4.942855263,-0.229268293,0.30155210600000004,0.208425721,0.254988914,7.98,2.66,5.99,8.2,4.43,8.2,2.88,5.99,4.21,7.1,2.22,3.55,4.43,3.55,4.66,4.66,6.65,7.54,0.89,4.21
nonDRNA,50165.0926,0.095343681,4.942855263,-0.230155211,0.30155210600000004,0.208425721,0.254988914,7.98,2.66,5.99,8.2,4.43,7.98,2.88,5.99,4.21,7.1,2.22,3.55,4.43,3.55,4.66,4.88,6.65,7.54,0.89,4.21
nonDRNA,50067.8914,0.095343681,4.9127874369999995,-0.245454545,0.297117517,0.21064301600000002,0.257206208,8.2,2.66,5.99,8.43,4.43,8.2,2.88,5.76,4.21,6.87,2.22,3.55,4.43,3.33,4.66,4.88,6.65,7.54,0.89,4.21
nonDRNA,14061.8686,0.075,5.613725852999999,-0.53,0.325,0.18333333300000001,0.291666667,5.83,0.0,4.17,11.67,3.33,1.67,0.0,10.83,9.17,9.17,2.5,10.0,0.0,4.17,5.83,6.67,5.83,5.0,0.83,3.33
nonDRNA,22392.4402,0.09375,6.025126457000001,-0.525520833,0.322916667,0.1875,0.270833333,3.65,0.52,2.6,12.5,2.6,5.73,1.56,7.81,8.33,7.29,3.65,4.69,3.65,3.65,5.73,4.69,6.77,7.81,1.04,5.73
nonDRNA,38082.0779,0.06845238099999999,5.171291161,-0.194345238,0.3125,0.157738095,0.342261905,11.31,0.6,6.55,8.93,2.68,5.06,2.98,5.36,1.19,11.31,2.68,1.49,5.95,3.87,9.82,3.27,5.06,7.74,2.38,1.79
nonDRNA,23704.0692,0.08292682900000001,5.910880089,-0.288292683,0.351219512,0.2,0.234146341,3.41,2.93,7.32,9.27,5.37,5.37,2.93,10.73,8.29,9.76,0.98,5.85,3.9,1.46,6.34,4.88,1.95,6.34,0.49,2.44
nonDRNA,38800.1858,0.10434782599999999,5.419222832000001,-0.100289855,0.365217391,0.223188406,0.255072464,5.8,0.58,4.64,8.99,5.22,6.67,0.87,8.7,8.12,9.28,1.45,4.35,4.64,2.32,3.77,6.67,4.64,8.12,0.29,4.93
nonDRNA,50922.1275,0.09628008800000001,4.644109535,-0.373304158,0.284463895,0.25382932199999997,0.24945295399999998,6.78,1.31,6.35,7.88,5.47,7.44,2.41,4.6,3.28,7.0,3.28,5.91,3.94,5.03,4.16,8.1,5.69,7.22,1.09,3.06
nonDRNA,49860.4133,0.096629213,4.780352592,-0.38988764,0.278651685,0.238202247,0.25842696600000004,6.52,1.8,5.84,8.09,5.17,7.87,2.25,4.04,3.37,7.19,4.04,5.17,4.49,4.94,4.94,6.29,6.52,6.97,0.9,3.6
nonDRNA,49670.276,0.09684684699999999,4.780352592,-0.347972973,0.283783784,0.22972973,0.259009009,6.76,1.8,5.86,8.11,5.18,7.88,2.25,4.05,3.38,7.21,3.83,4.73,4.5,4.73,4.95,5.86,6.98,7.43,0.9,3.6
nonDRNA,49570.3141,0.09480812599999999,4.792061424,-0.345146727,0.279909707,0.23476298,0.268623025,6.55,2.03,5.42,8.58,5.19,8.58,2.26,4.51,3.39,7.45,4.29,4.97,4.29,4.74,4.97,5.64,6.32,6.55,0.9,3.39
nonDRNA,36399.4893,0.129337539,5.47947216,-0.061198738,0.39432176700000005,0.22082018899999997,0.255520505,3.47,1.26,4.42,9.15,5.68,8.52,1.26,6.31,5.05,10.73,2.21,3.79,3.79,1.26,6.62,5.99,3.79,9.46,1.26,5.99
nonDRNA,35752.1472,0.07615894,9.034293175,-1.038741722,0.268211921,0.21854304600000002,0.23509933800000002,3.31,1.99,5.63,9.93,3.31,1.32,2.98,7.28,13.25,9.27,0.99,9.27,3.31,3.64,5.3,7.95,4.3,2.65,0.99,3.31
nonDRNA,37768.6319,0.079320113,4.787741661,0.021529745,0.30028328600000004,0.243626062,0.260623229,10.76,1.13,6.8,6.52,5.38,10.2,0.0,4.53,5.95,4.53,4.25,3.97,2.83,3.97,4.25,7.37,1.98,13.03,0.85,1.7
nonDRNA,96821.1796,0.08525345599999999,7.609285927,-0.063479263,0.311059908,0.23502304100000002,0.28341013800000003,8.18,3.69,3.46,6.91,3.34,4.95,1.61,5.41,5.07,10.14,3.11,4.15,6.68,2.42,5.53,7.72,5.41,7.03,1.27,3.92
nonDRNA,19326.8323,0.063583815,6.231224632000001,-0.297687861,0.28323699399999996,0.23121387300000001,0.31213872800000003,8.09,1.16,4.05,8.09,3.47,9.25,4.62,5.2,0.58,11.56,3.47,1.73,6.36,5.2,9.83,5.78,3.47,5.2,0.0,2.89
nonDRNA,53899.0664,0.0862423,9.413496208,-0.048049281,0.32443531800000003,0.26899384,0.244353183,6.57,0.82,3.29,4.11,5.13,5.75,2.87,5.54,7.19,10.06,3.7,4.93,6.98,4.31,3.08,9.24,4.72,8.21,0.62,2.87
nonDRNA,22084.1123,0.077319588,9.294358635,-0.327319588,0.31443299,0.159793814,0.324742268,10.82,0.52,5.15,8.25,3.61,5.67,3.09,2.58,4.64,11.86,1.55,2.58,4.64,2.58,10.82,3.09,5.15,9.28,1.55,2.58
nonDRNA,14527.5686,0.07518797,6.517067909,-0.115037594,0.293233083,0.203007519,0.31578947399999996,12.03,0.0,3.01,9.77,3.76,9.77,3.76,0.75,3.76,6.02,3.76,0.75,8.27,0.75,8.27,1.5,5.26,15.04,1.5,2.26
nonDRNA,49586.6466,0.08908686,5.009413718999999,-0.164587973,0.30512249399999997,0.231625835,0.260579065,7.57,2.0,5.79,7.8,4.45,8.69,2.67,6.46,4.23,7.8,2.9,4.01,4.23,2.9,4.68,6.24,5.79,7.35,0.67,3.79
nonDRNA,26845.7814,0.080851064,5.8101614,-0.205531915,0.344680851,0.161702128,0.319148936,7.23,0.0,5.53,10.64,4.68,5.53,1.28,5.96,9.36,11.06,2.98,3.83,2.13,2.55,5.53,4.68,4.26,9.36,1.7,1.7
nonDRNA,18240.8377,0.064705882,5.777820015,0.178823529,0.317647059,0.24705882399999998,0.264705882,8.24,1.76,4.71,5.88,2.35,11.76,2.35,8.24,4.12,7.65,4.71,4.12,1.76,1.18,4.71,7.06,5.88,9.41,1.18,2.94
nonDRNA,20824.5555,0.076086957,5.647147179,-0.389673913,0.309782609,0.190217391,0.239130435,5.43,2.17,7.07,6.52,3.8,6.52,0.0,4.89,7.61,9.24,2.72,4.89,2.17,8.15,5.43,5.43,4.89,9.24,0.54,3.26
nonDRNA,20797.5302,0.076086957,5.647147179,-0.375,0.309782609,0.190217391,0.239130435,5.43,2.17,7.07,6.52,3.8,6.52,0.0,4.89,7.61,9.24,2.72,4.35,2.17,8.15,5.43,5.98,4.89,9.24,0.54,3.26
nonDRNA,20986.9545,0.076086957,6.387247658,-0.375,0.315217391,0.17391304300000002,0.244565217,4.35,3.26,6.52,7.61,3.8,5.98,0.0,4.89,9.24,9.78,2.72,4.35,2.17,7.61,4.89,4.89,4.89,9.24,0.54,3.26
nonDRNA,47623.5125,0.11085450300000001,5.098139381,-0.339953811,0.307159353,0.28175519600000004,0.237875289,8.78,0.46,7.62,2.77,3.23,8.31,1.85,2.77,4.39,10.16,2.08,6.93,4.39,4.16,3.23,8.55,5.77,6.7,2.54,5.31
nonDRNA,47621.533,0.11316397199999999,5.025385475,-0.334180139,0.309468822,0.28175519600000004,0.237875289,8.78,0.46,7.62,2.77,3.23,8.31,1.62,2.77,4.62,10.16,2.08,6.93,4.39,4.16,3.0,8.55,5.77,6.7,2.54,5.54
nonDRNA,22325.0066,0.072115385,6.738228416,-0.291346154,0.259615385,0.254807692,0.274038462,12.5,1.92,4.81,6.25,3.85,8.17,0.96,2.4,5.77,7.21,1.44,3.37,6.73,5.77,5.29,7.21,3.85,9.13,0.96,2.4
nonDRNA,46087.0402,0.085510689,6.503085518,-0.134679335,0.311163895,0.220902613,0.334916865,11.64,0.0,2.61,7.84,4.04,9.26,4.04,3.33,4.28,12.83,1.19,3.09,5.7,3.56,5.23,4.04,6.41,6.41,1.9,2.61
nonDRNA,56971.4292,0.08730158699999999,5.438263892999999,-0.518650794,0.283730159,0.220238095,0.27380952399999997,6.75,1.79,4.56,8.53,2.58,5.95,0.79,3.57,4.37,10.52,1.59,3.37,4.37,5.56,7.14,8.33,8.53,5.56,1.79,4.37
nonDRNA,16224.7307,0.10563380300000001,4.826335335,0.069014085,0.35915493,0.16197183099999998,0.253521127,4.93,5.63,8.45,5.63,5.63,4.93,1.41,9.86,8.45,12.68,2.11,2.82,2.82,4.93,1.41,5.63,4.93,2.82,2.11,2.82
nonDRNA,29000.8753,0.067164179,4.669175528999999,-0.098507463,0.291044776,0.253731343,0.246268657,7.84,1.12,7.46,7.09,4.48,8.96,0.75,8.96,5.97,6.72,2.99,3.36,7.84,1.87,3.73,5.22,6.72,6.72,1.49,0.75
nonDRNA,31184.1382,0.06968641099999999,6.2442975999999994,-0.170383275,0.271777003,0.19512195100000002,0.29965156800000003,12.2,0.7,5.92,6.27,3.83,8.36,1.74,5.23,4.88,8.71,2.79,2.09,3.48,3.48,6.62,5.57,8.71,6.27,1.05,2.09
nonDRNA,43292.218,0.10966057400000001,9.325948143,-0.419582245,0.321148825,0.25587467399999997,0.21148825100000002,5.48,0.26,4.18,4.44,4.7,5.74,1.04,5.74,9.92,8.62,2.61,7.31,6.53,6.27,1.83,6.01,6.27,6.79,0.78,5.48
nonDRNA,72507.0093,0.130637636,5.608326149,-0.153499222,0.357698289,0.284603421,0.172628305,3.58,1.87,5.75,3.42,5.75,4.67,1.24,8.09,5.75,9.33,0.93,7.93,4.04,2.8,2.18,11.82,8.24,5.29,1.4,5.91
nonDRNA,47473.8338,0.121779859,5.706089211,-0.52529274,0.29039812600000003,0.28805620600000004,0.234192037,7.03,0.47,6.79,5.15,3.75,9.6,1.17,3.75,8.43,8.2,3.04,6.09,5.15,2.58,2.34,7.96,5.15,4.92,2.58,5.85
nonDRNA,26210.3984,0.1,9.594201088,-0.043478261,0.37826087,0.243478261,0.191304348,3.91,0.43,5.65,2.17,6.09,5.22,1.74,10.87,9.13,10.0,3.04,7.83,4.78,5.65,3.04,6.52,3.04,6.96,0.43,3.48
nonDRNA,46582.1933,0.07416267900000001,8.833216286,-0.223205742,0.301435407,0.198564593,0.325358852,9.81,0.72,5.26,6.7,3.83,5.74,3.35,2.87,8.13,12.92,3.11,2.87,3.59,3.11,5.02,7.66,4.78,6.94,1.2,2.39
nonDRNA,80096.6226,0.107954545,5.428714942999999,-0.441619318,0.298295455,0.25,0.203125,2.84,4.12,5.54,7.39,4.12,7.1,3.55,4.69,4.83,7.81,2.27,3.98,6.25,3.69,4.4,7.67,6.53,6.53,1.7,4.97
nonDRNA,54555.3382,0.140086207,4.724309348999999,-0.625,0.327586207,0.224137931,0.239224138,4.09,1.72,7.76,8.84,5.17,3.66,2.37,5.17,6.25,8.62,2.37,6.68,4.74,3.23,3.66,7.33,4.53,4.96,1.94,6.9
nonDRNA,11283.734,0.027272727000000004,6.086114693,-0.224545455,0.22727272699999998,0.254545455,0.363636364,15.45,1.82,7.27,6.36,1.82,11.82,1.82,0.0,9.09,12.73,1.82,1.82,5.45,2.73,3.64,6.36,1.82,7.27,0.0,0.91
nonDRNA,29557.5283,0.073529412,5.964024544,-0.466544118,0.261029412,0.224264706,0.330882353,15.44,0.0,5.15,4.78,2.57,6.25,1.1,0.74,2.94,12.5,0.37,4.78,5.51,10.29,6.25,5.88,5.15,5.51,0.37,4.41
nonDRNA,45523.179,0.071770335,5.937480736,-0.149760766,0.284688995,0.22009569399999998,0.311004785,11.96,0.96,5.26,6.7,3.35,9.33,4.07,1.91,0.48,10.29,2.15,1.44,7.89,2.15,9.09,3.35,6.7,9.09,1.67,2.15
nonDRNA,44453.2837,0.123425693,6.071279716,-0.142065491,0.31989924399999997,0.19395466,0.309823678,12.59,1.01,6.05,5.54,5.04,6.8,3.02,4.28,4.53,10.33,2.52,1.76,6.05,3.02,5.54,4.79,4.79,5.04,1.76,5.54
nonDRNA,20429.189,0.101604278,6.1928014760000005,0.04171123,0.331550802,0.240641711,0.219251337,6.95,1.07,5.88,4.81,8.02,10.16,2.67,5.35,5.88,7.49,2.67,5.35,4.28,2.14,3.74,4.28,6.95,10.16,0.53,1.6
nonDRNA,62072.4982,0.065055762,9.008892632,-0.632527881,0.280669145,0.198884758,0.29925650600000003,7.06,0.93,3.35,10.41,3.9,2.6,1.86,6.51,9.85,10.59,1.86,6.32,4.65,6.13,5.58,6.32,5.02,4.46,1.49,1.12
nonDRNA,19566.4081,0.034090908999999996,4.753581429,0.069318182,0.357954545,0.21022727300000002,0.267045455,4.55,1.7,9.66,8.52,2.27,7.95,1.7,13.07,4.55,10.8,2.84,4.55,2.84,0.57,7.39,5.68,1.7,8.52,0.0,1.14
nonDRNA,98703.8219,0.082949309,9.441604424,-0.845852535,0.225806452,0.237327189,0.197004608,5.41,4.38,3.11,6.91,4.03,7.03,5.53,3.46,9.33,6.68,0.69,3.23,5.18,5.3,6.68,8.29,6.34,4.15,1.38,2.88
nonDRNA,143099.7764,0.089191232,8.696092033,-0.206802721,0.27664399100000003,0.29856387,0.270597128,10.88,1.81,4.16,4.99,3.93,9.75,2.65,2.8,2.19,9.52,1.66,1.81,11.41,2.27,7.86,6.88,4.01,6.42,2.27,2.72
nonDRNA,61393.3336,0.079854809,8.209420204,-0.186388385,0.281306715,0.203266788,0.28493647899999996,9.62,3.09,3.63,5.99,2.54,5.81,4.72,4.17,6.53,9.07,3.81,3.81,5.81,2.36,3.81,4.9,7.99,6.9,2.36,3.09
nonDRNA,43061.6134,0.064102564,5.193174171,-0.234871795,0.3,0.241025641,0.28974359,6.92,1.03,4.1,9.49,3.85,7.69,1.79,5.64,4.36,10.51,2.05,3.85,6.67,3.85,5.9,5.9,6.41,7.44,0.77,1.79
nonDRNA,28562.9988,0.066666667,5.615487862,-0.060740741,0.27037037,0.255555556,0.30740740699999997,13.33,1.85,6.3,4.81,3.33,11.85,4.07,2.59,0.74,10.74,1.85,1.85,7.78,2.59,7.04,4.07,4.81,7.04,1.48,1.85
nonDRNA,22553.535,0.057692308,6.8613985060000005,-0.08125,0.302884615,0.201923077,0.360576923,14.9,0.0,6.25,7.21,2.4,8.17,1.44,1.44,1.92,12.5,1.44,0.96,6.25,1.44,11.54,4.81,3.37,10.58,1.44,1.92
nonDRNA,39180.7003,0.068062827,9.131704903,-0.035602094,0.269633508,0.319371728,0.243455497,13.61,0.0,3.66,2.88,2.09,10.47,2.09,4.45,7.33,5.5,2.36,5.24,3.93,3.66,0.79,12.3,4.71,10.21,1.05,3.66
