ID,PAAC1_A,PAAC1_C,PAAC1_D,PAAC1_E,PAAC1_F,PAAC1_G,PAAC1_H,PAAC1_I,PAAC1_K,PAAC1_L,PAAC1_M,PAAC1_N,PAAC1_P,PAAC1_Q,PAAC1_R,PAAC1_S,PAAC1_T,PAAC1_V,PAAC1_W,PAAC1_Y,PAAC1_lam1
Seq_7982,30.1649,3.6563,29.2508,27.4226,22.8522,27.4226,9.1409,29.2508,33.8212,43.8762,5.4845,19.1958,35.6494,16.4536,14.6254,33.8212,25.5944,21.9381,7.3127,20.1099,0.0859
Seq_7983,33.595,9.0797,22.6993,35.4109,11.8036,37.2269,9.0797,11.8036,16.3435,43.5827,7.2638,6.3558,29.9631,15.4355,42.6747,29.9631,19.9754,24.5152,4.5399,7.2638,0.092
Seq_7984,34.591,6.372,14.5646,17.2955,5.4617,40.0527,9.1029,20.0264,11.8338,28.219,5.4617,7.2823,19.1161,12.7441,11.8338,8.1926,14.5646,32.7704,3.6412,8.1926,0.0897
Seq_7985,30.1879,0.9148,12.807,13.7218,7.3183,21.9548,0.9148,17.3809,14.6365,15.5513,10.0626,14.6365,3.6591,5.4887,9.1478,7.3183,16.4661,19.2105,0.9148,3.6591,0.0852
Seq_7986,12.7087,0.0,9.9854,10.8932,7.2621,16.3398,7.2621,14.5243,16.3398,19.0631,2.7233,13.6165,7.2621,9.9854,3.6311,5.4466,8.1699,8.1699,4.5388,13.6165,0.0922
Seq_7987,18.0532,4.5133,17.1506,18.0532,9.9293,30.6905,8.124,6.3186,5.416,24.3719,3.6106,9.9293,18.0532,6.3186,18.9559,16.2479,17.1506,14.4426,7.2213,5.416,0.0973
Seq_7988,37.3584,11.8453,23.6907,37.3584,22.7795,30.0689,9.1118,21.8683,30.9801,56.4931,22.7795,17.3124,32.8025,19.1348,23.6907,29.1577,22.7795,33.7136,10.9342,11.8453,0.0888
Seq_7989,26.7827,1.7855,10.7131,13.3914,5.3565,9.8203,5.3565,1.7855,1.7855,25.89,4.4638,3.571,16.9624,9.8203,22.3189,7.1421,6.2493,11.6058,5.3565,6.2493,0.1072
Seq_7990,3.6822,0.0,9.2055,8.285,8.285,10.1261,7.3644,11.0466,9.2055,12.8877,3.6822,9.2055,6.4439,8.285,5.5233,6.4439,11.0466,11.9672,1.8411,3.6822,0.0794
Seq_7991,26.4226,4.5556,12.7557,14.578,6.3779,10.0224,3.6445,13.6669,5.4667,33.7116,3.6445,0.9111,16.4002,17.3114,13.6669,11.8446,18.2225,11.8446,6.3779,7.289,0.0889
Seq_7992,42.3978,1.8042,23.4541,21.65,11.7271,19.8458,4.5104,9.9229,6.3146,35.1812,4.5104,6.3146,11.7271,4.5104,23.4541,13.5312,18.0416,20.7479,4.5104,5.4125,0.0979
Seq_7993,22.892,0.9157,14.6509,15.5665,4.5784,32.9645,5.4941,22.892,16.4822,28.3861,10.0725,12.8195,8.2411,7.3254,11.9038,10.9882,15.5665,30.2174,0.0,3.6627,0.0843
Seq_7994,30.1689,2.7426,16.4558,8.2279,10.0563,14.6274,3.6568,7.3137,8.2279,21.0268,8.2279,4.571,10.9705,11.8847,13.7131,13.7131,12.7989,21.941,0.9142,2.7426,0.0858
Seq_7995,24.1373,2.6819,25.0313,15.1976,16.0916,14.3036,9.8337,8.0458,4.4699,33.0771,13.4096,8.9398,22.3494,14.3036,27.7132,13.4096,13.4096,17.8795,8.0458,9.8337,0.106
Seq_7996,50.3602,0.8993,8.9929,35.0723,9.8922,29.6766,6.295,10.7915,17.0865,35.9716,5.3957,1.7986,10.7915,9.8922,27.878,13.4894,13.4894,28.7773,4.4965,13.4894,0.1007
Seq_7997,7.3163,0.0,6.4018,6.4018,3.6582,21.0344,2.7436,14.6327,6.4018,7.3163,0.9145,4.5727,7.3163,3.6582,1.8291,11.889,8.2309,10.06,1.8291,6.4018,0.0855
Seq_7998,20.6556,0.0,8.9807,7.1845,4.4903,12.5729,3.5923,12.5729,0.0,8.0826,7.1845,2.6942,7.1845,5.3884,12.5729,5.3884,7.1845,12.5729,2.6942,2.6942,0.1019
Seq_7999,17.2984,5.4627,19.1193,34.5968,16.388,19.1193,9.1044,29.1342,20.0297,35.5073,11.8358,16.388,14.5671,11.8358,20.0297,30.0446,27.3133,29.1342,7.2835,12.7462,0.0896
Seq_8000,2.7254,0.0,4.5424,10.9017,1.817,1.817,0.0,5.4509,6.3593,9.9932,3.6339,4.5424,0.9085,7.2678,2.7254,7.2678,8.1763,6.3593,0.9085,1.817,0.0915
Seq_8001,42.2324,5.631,10.3235,8.4465,35.6629,24.4009,13.139,50.6789,19.7085,97.6038,25.3394,31.9089,30.0319,18.77,7.508,45.0479,59.1254,14.0775,11.262,15.016,0.0615
Seq_8002,69.6767,14.4783,57.0082,56.1034,35.2908,65.1523,30.7664,35.2908,18.0979,86.8697,21.7174,43.4349,57.9131,52.4838,59.7229,55.1985,50.674,57.9131,35.2908,28.0517,0.0951
Seq_8003,75.8438,6.3965,16.448,25.5858,14.6205,35.6374,7.3102,18.2756,15.5343,37.465,13.7067,17.3618,16.448,20.1032,19.1894,14.6205,21.9307,31.9823,6.3965,7.3102,0.0862
Seq_8004,67.1914,15.1417,40.6934,80.4404,34.0689,88.9576,4.7318,90.8503,17.9808,50.157,27.4444,48.2642,85.1722,31.2298,23.6589,189.2716,408.8266,99.3676,23.6589,27.4444,0.0536
Seq_8005,20.165,1.8332,23.8314,24.748,19.2484,25.6646,5.4995,21.0816,24.748,36.6636,11.9157,30.2475,15.5821,17.4152,12.8323,15.5821,20.165,18.3318,4.583,5.4995,0.0834
Seq_8006,10.1141,1.8389,11.0336,13.792,4.5973,9.1947,6.4363,6.4363,5.5168,15.6309,6.4363,6.4363,6.4363,5.5168,3.6779,8.2752,4.5973,3.6779,0.9195,3.6779,0.0805
Seq_8007,14.6271,3.6568,10.0561,10.0561,5.4852,14.6271,3.6568,12.7987,13.7129,16.4555,2.7426,2.7426,6.3994,3.6568,6.3994,5.4852,10.9703,17.3697,0.0,3.6568,0.0858
Seq_8008,34.4683,4.5353,26.3047,28.1188,14.5129,25.3977,14.5129,23.5835,13.6059,30.84,11.7918,11.7918,17.2341,17.2341,23.5835,24.4906,28.1188,21.7694,7.2565,10.8847,0.0929
Seq_8009,12.5038,0.8931,6.2519,10.7176,2.6794,16.0763,2.6794,6.2519,0.8931,12.5038,4.4656,0.8931,8.0382,3.5725,15.1832,8.9313,9.8244,11.6107,5.3588,4.4656,0.1069
Seq_8010,19.1844,2.7406,14.6167,6.3948,7.3084,20.098,3.6542,12.7896,10.049,21.0115,4.5677,5.4813,6.3948,10.9625,11.8761,13.7032,13.7032,15.5302,1.8271,8.2219,0.0865
Seq_8011,48.3263,5.4709,29.1782,28.2663,13.6773,30.09,9.1182,29.1782,18.2363,39.2081,12.7654,14.5891,27.3545,7.2945,28.2663,19.1482,30.09,38.2963,3.6473,10.03,0.0882
Seq_8012,30.607,2.7006,27.9064,11.7027,11.7027,16.2037,8.1019,15.3035,9.0021,19.8045,10.8025,6.3014,27.0062,5.4012,19.8045,6.3014,8.1019,16.2037,6.3014,4.501,0.0998
Seq_8013,14.6337,0.0,8.2314,19.2067,3.6584,13.7191,10.0607,14.6337,7.3168,18.2921,2.7438,10.9753,12.8045,7.3168,12.8045,10.9753,14.6337,15.5483,1.8292,12.8045,0.0854
Seq_8014,13.7386,0.0,9.1591,8.2432,21.0659,16.4864,7.3273,10.9909,16.4864,28.3932,12.8227,4.5795,8.2432,5.4955,9.1591,12.8227,16.4864,15.5705,8.2432,9.1591,0.0841
Seq_8015,78.7027,0.9151,80.533,68.6361,54.9088,65.8906,14.6424,57.6543,132.6964,86.0239,12.8121,107.9874,28.3696,54.9088,27.4544,80.533,45.7574,59.4846,4.5757,22.8787,0.0849
Seq_8016,16.6179,6.4625,12.0018,7.3857,10.1554,33.2357,2.7696,13.8482,8.3089,24.0036,4.6161,23.0804,12.925,11.0786,9.2321,38.775,32.3125,31.3893,5.5393,12.925,0.0768
Seq_8017,15.6941,5.5391,12.0014,7.3855,11.0782,34.1578,2.7695,13.8477,8.3086,24.9259,4.6159,23.0796,12.9246,11.0782,9.2318,37.8505,32.3114,31.3882,5.5391,12.9246,0.0768
Seq_8018,3.5036,0.0,1.7518,7.883,3.5036,8.7589,2.6277,8.7589,8.7589,7.0071,0.8759,0.8759,3.5036,2.6277,15.7661,5.2554,7.883,10.5107,0.0,1.7518,0.1241
Seq_8019,9.9934,2.7255,11.8103,11.8103,11.8103,12.7188,2.7255,9.9934,10.9018,3.6339,6.3594,9.0849,7.2679,6.3594,6.3594,12.7188,13.6273,18.1697,1.817,6.3594,0.0915
Seq_8020,25.1251,3.7222,10.2361,5.5834,22.3334,23.264,11.1667,34.4307,9.3056,55.8335,13.9584,15.8195,20.4723,5.5834,7.4445,20.4723,25.1251,16.7501,11.1667,14.8889,0.0694
Seq_8021,30.9822,2.7337,26.426,14.5799,13.6686,22.7811,11.8462,13.6686,10.0237,18.2248,7.2899,10.0237,12.7574,13.6686,17.3136,11.8462,20.0473,24.6035,1.8225,7.2899,0.0888
Seq_8022,7.2542,4.5339,4.5339,11.7881,9.0678,5.4407,4.5339,10.8814,10.8814,27.2034,4.5339,11.7881,0.9068,10.8814,9.9746,9.9746,9.0678,4.5339,2.7203,9.0678,0.0932
Seq_8023,22.82,3.6512,15.5176,20.9944,9.128,21.9072,7.3024,20.9944,20.9944,23.7328,10.0408,11.8664,8.2152,6.3896,8.2152,8.2152,20.0816,16.4304,2.7384,6.3896,0.0872
Seq_8024,21.0876,2.7506,14.6696,22.9213,11.9191,17.4202,4.5843,25.6719,21.0876,25.6719,5.5011,11.9191,13.7528,19.2539,12.8359,15.5865,22.0045,23.8382,0.9169,10.0854,0.0831
Seq_8025,20.9589,6.3788,16.4026,22.7814,18.2251,24.6039,9.1125,11.8463,16.4026,26.4264,8.2013,10.9351,20.9589,12.7576,17.3138,17.3138,28.2489,14.5801,6.3788,9.1125,0.0887
Seq_8026,89.6194,3.6579,48.4676,45.7242,31.0924,74.9876,14.6317,52.1255,32.0069,81.389,22.8621,43.8952,68.5862,29.2635,51.2111,61.2704,67.6718,64.9283,9.1448,32.9214,0.0855
Seq_8027,11.8347,0.0,9.1036,10.9243,1.8207,11.8347,3.6414,9.1036,5.4622,10.014,4.5518,6.3725,8.1933,6.3725,8.1933,10.9243,5.4622,8.1933,1.8207,3.6414,0.0896
Seq_8028,45.8863,5.5064,16.5191,19.2722,15.6013,15.6013,12.8482,18.3545,9.1773,37.6268,5.5064,10.095,21.1077,24.7786,17.4368,19.2722,19.2722,22.0254,4.5886,13.7659,0.0823
Seq_8029,10.2401,0.9309,1.8618,1.8618,16.7565,22.342,0.0,22.342,8.3783,25.1348,4.6546,6.5164,9.3092,4.6546,4.6546,8.3783,10.2401,11.171,2.7928,3.7237,0.0691
Seq_8030,18.2195,0.911,3.6439,10.0207,5.4658,10.9317,1.8219,4.5549,6.3768,18.2195,2.7329,4.5549,5.4658,9.1097,6.3768,5.4658,10.0207,6.3768,1.8219,1.8219,0.08900000000000001
Seq_8031,44.0794,9.1832,38.5695,27.5496,27.5496,55.0993,11.9382,44.0794,32.1412,44.0794,6.4282,67.0375,26.6313,22.0397,22.0397,43.1611,52.3443,56.0176,7.3466,30.3046,0.0817
Seq_8032,62.7251,5.4544,53.6345,53.6345,36.3624,55.4527,25.4537,39.0896,37.2715,55.4527,18.1812,41.8168,39.0896,25.4537,29.999,36.3624,45.453,45.453,15.454,28.1809,0.0909
Seq_8033,28.5214,1.8401,10.1205,16.5608,5.5203,24.8412,7.3604,22.0811,9.2004,25.7612,4.6002,8.2804,16.5608,13.8007,9.2004,13.8007,11.9606,19.3209,0.0,6.4403,0.08
Seq_8034,12.7758,5.4753,6.3879,9.1256,2.7377,8.213,5.4753,10.0381,8.213,7.3005,4.5628,10.9507,2.7377,4.5628,6.3879,3.6502,10.0381,10.9507,0.9126,6.3879,0.0874
Seq_8035,40.7943,5.4392,19.0373,23.57,9.0654,40.7943,7.2523,17.2242,9.0654,38.9812,9.9719,8.1589,12.6915,11.785,27.1962,23.57,22.6635,22.6635,4.5327,7.2523,0.0935
Seq_8036,64.0308,2.7442,21.9534,17.3798,8.2325,34.7596,10.9767,16.4651,5.4884,34.7596,6.4031,9.1473,19.2093,13.7209,22.8682,23.7829,22.8682,34.7596,5.4884,2.7442,0.0853
Seq_8037,23.6932,7.2902,30.9835,22.782,19.1368,9.1128,8.2015,20.0481,32.806,35.5398,8.2015,19.1368,20.0481,14.5805,22.782,26.4271,14.5805,17.3143,6.3789,13.6692,0.0887
Seq_8038,8.2405,1.8312,2.7468,8.2405,5.4936,3.6624,5.4936,6.4093,7.3249,5.4936,3.6624,4.578,6.4093,0.0,4.578,11.9029,7.3249,6.4093,1.8312,2.7468,0.0844
Seq_8039,6.3659,0.0,7.2753,16.3695,4.5471,12.7318,4.5471,12.7318,13.6412,11.8224,2.7282,7.2753,4.5471,4.5471,7.2753,10.913,9.0941,12.7318,0.9094,4.5471,0.0906
Seq_8040,9.0786,0.0,8.1708,13.6179,3.6315,15.4337,2.7236,13.6179,9.0786,10.8944,1.8157,7.2629,5.4472,5.4472,5.4472,11.8022,9.9865,13.6179,0.9079,5.4472,0.0921
Seq_8041,65.766,3.6537,21.922,31.0562,13.7012,38.3635,8.2207,31.0562,23.7488,49.3245,13.7012,22.8354,22.8354,23.7488,25.5757,28.3159,22.8354,29.2293,7.3073,16.4415,0.0866
Seq_8042,16.4198,1.8244,26.4541,31.0152,16.4198,34.664,10.0343,31.0152,25.5419,35.5762,6.3855,18.2442,9.1221,21.8931,17.332,21.8931,21.8931,19.1564,4.5611,13.6832,0.0878
Seq_8043,16.4135,0.0,12.766,20.0609,15.5016,16.4135,10.0304,12.766,11.8542,16.4135,5.4712,9.1186,7.2949,10.9423,7.2949,7.2949,12.766,14.5897,0.0,6.383,0.0881
Seq_8044,1.8611,6.5139,9.3056,9.3056,3.7222,2.7917,1.8611,3.7222,6.5139,8.375,2.7917,8.375,4.6528,4.6528,7.4445,6.5139,7.4445,4.6528,0.0,4.6528,0.0694
Seq_8045,58.1221,2.7245,34.51,13.6224,12.7142,48.1323,13.6224,19.9795,4.5408,32.6937,5.4489,15.4387,31.7855,13.6224,27.2447,22.7039,42.6834,32.6937,19.0713,21.7958,0.0918
Seq_8046,52.5184,0.8901,22.2536,47.1776,23.1437,34.7156,12.462,10.6817,14.2423,56.079,6.231,6.231,31.155,13.3521,40.0564,16.0226,15.1324,22.2536,9.7916,19.5831,0.1099
Seq_8047,5.391,0.0,7.1879,7.1879,1.797,14.3759,0.8985,4.4925,6.2894,8.0864,2.6955,1.797,6.2894,2.6955,4.4925,5.391,5.391,10.7819,2.6955,7.1879,0.1015
Seq_8048,29.7495,4.5075,8.1135,12.621,7.212,28.848,3.606,9.9165,9.9165,16.227,3.606,3.606,18.9315,7.212,18.9315,15.3255,9.015,11.7195,0.9015,7.212,0.0985
Seq_8049,11.9183,0.9168,10.0847,20.1695,4.584,9.1679,7.3343,11.0015,19.2527,25.6702,5.5008,5.5008,5.5008,10.0847,7.3343,9.1679,9.1679,14.6687,0.0,11.9183,0.0832
Seq_8050,32.9701,1.8317,14.6534,16.485,12.8217,23.8117,6.4108,12.8217,22.8959,24.7275,9.1583,7.3267,13.7375,16.485,15.5692,21.0642,19.2325,22.8959,1.8317,6.4108,0.0842
Seq_8051,23.7689,3.6567,8.2277,13.7128,7.3135,12.7986,3.6567,5.4851,15.5412,13.7128,8.2277,3.6567,8.2277,10.9702,6.3993,12.7986,8.2277,7.3135,0.9142,7.3135,0.0858
Seq_8052,21.0535,4.5768,10.9844,12.8152,6.4076,13.7305,7.3229,16.4766,7.3229,28.3764,2.7461,8.2383,10.0691,11.8998,14.6459,13.7305,11.8998,8.2383,3.6615,5.4922,0.0846
Seq_8053,30.1835,2.744,21.037,19.2077,17.3784,23.781,12.8051,26.5249,13.7198,30.1835,10.9758,17.3784,24.6956,21.037,14.6344,16.4637,23.781,19.2077,6.4026,12.8051,0.0853
Seq_8054,48.5168,1.8308,11.9003,8.2387,3.6616,23.8007,4.5771,4.5771,5.4925,19.2236,4.5771,0.0,6.4079,1.8308,10.0695,10.9849,10.0695,27.4623,0.0,0.9154,0.0846
Seq_8055,33.916,13.7497,32.9993,34.8326,14.6664,42.1658,21.0829,34.8326,35.7492,56.8321,16.4997,17.4163,28.4161,36.6659,33.916,39.4158,24.7495,28.4161,9.1665,16.4997,0.0834
Seq_8056,34.3565,4.5206,39.7812,30.74,26.2194,41.5895,17.1783,16.2741,11.7535,55.1513,10.8494,19.8906,35.2606,15.37,35.2606,22.603,26.2194,28.0277,11.7535,23.5071,0.0959
Seq_8057,62.9383,5.4729,33.7495,34.6617,10.9458,37.3981,13.6822,26.4523,24.628,57.4654,16.4187,17.3308,23.7159,31.9252,22.8037,22.8037,37.3981,49.256,5.4729,11.8579,0.0879
Seq_8058,43.8271,9.1306,22.8266,14.609,10.9568,26.4789,10.9568,24.6527,11.8698,30.1311,3.6523,8.2176,10.0437,17.3482,16.4352,19.1744,21.0005,18.2613,5.4784,5.4784,0.0869
Seq_8059,22.0255,0.9177,12.8482,10.095,4.5886,23.861,3.6709,18.3546,11.9305,14.6837,6.4241,6.4241,7.3418,7.3418,5.5064,9.1773,10.095,22.0255,0.9177,2.7532,0.0823
Seq_8060,21.1059,2.7529,13.7647,14.6824,4.5882,22.0236,1.8353,18.353,13.7647,11.9294,5.5059,6.4235,6.4235,3.6706,5.5059,8.2588,11.9294,22.0236,0.9176,4.5882,0.0824
Seq_8061,28.8275,1.8017,24.3232,20.7198,12.612,24.3232,6.306,19.8189,14.4137,27.9266,16.2155,4.5043,14.4137,16.2155,20.7198,11.7112,18.0172,14.4137,4.5043,14.4137,0.0991
Seq_8062,31.8292,3.6376,16.3693,11.8223,10.0035,22.7351,6.3658,11.8223,7.2752,20.9163,9.0941,10.0035,5.4564,7.2752,15.4599,12.7317,13.6411,18.1881,1.8188,6.3658,0.0906
Seq_8063,10.9843,1.8307,3.6614,21.0533,11.8997,7.3229,8.2383,10.9843,12.8151,14.6458,5.4922,10.069,3.6614,8.2383,5.4922,7.3229,15.5611,10.9843,0.0,5.4922,0.0846
Seq_8064,40.3508,1.7934,21.5204,26.0039,7.1735,34.9707,8.9669,12.5536,4.4834,38.5575,8.0702,5.3801,27.7972,9.8635,40.3508,9.8635,25.1072,28.6939,7.1735,6.2768,0.1033
Seq_8065,49.7276,4.6044,10.1297,19.3385,7.3671,22.1012,3.6835,8.2879,12.8923,23.9429,10.1297,8.2879,15.655,14.7341,7.3671,12.8923,14.7341,28.5473,3.6835,6.4462,0.0791
Seq_8066,9.9411,1.8075,20.786,15.3636,10.8449,12.6523,9.0374,18.0748,18.9785,21.6897,8.1336,18.0748,7.2299,13.5561,9.0374,9.9411,12.6523,16.2673,8.1336,9.9411,0.0963
Seq_8067,14.7026,2.7567,18.3783,14.7026,16.5405,11.9459,9.1891,17.4594,14.7026,22.054,5.5135,15.6216,11.027,8.2702,5.5135,14.7026,11.027,24.8107,1.8378,10.1081,0.0811
Seq_8068,62.0797,1.8259,31.0398,31.9528,25.5622,52.9503,15.5199,32.8657,39.2563,57.515,10.0423,28.301,34.6916,20.9975,20.0846,52.0374,33.7786,38.3433,8.2164,23.7363,0.0871
Seq_8069,24.5528,0.9094,9.0936,11.8217,10.003,10.003,2.7281,14.5498,12.7311,22.7341,4.5468,2.7281,8.1843,9.0936,10.9124,10.003,10.003,10.003,2.7281,5.4562,0.0906
Seq_8070,51.9479,2.7341,24.6069,27.341,15.4932,49.2138,10.025,20.9614,11.8478,38.2774,7.2909,9.1137,21.8728,14.5819,26.4296,15.4932,23.6955,39.1888,3.6455,8.2023,0.0886
Seq_8071,54.9085,3.6606,21.0482,28.3694,10.9817,49.4176,8.2363,26.5391,31.1148,32.0299,10.9817,12.812,12.812,10.9817,12.812,20.1331,29.2845,50.3328,2.7454,8.2363,0.0849
Seq_8072,38.6324,5.5189,22.9955,18.3964,15.6369,28.5144,11.0378,19.3162,11.0378,42.3117,7.3586,15.6369,18.3964,17.4766,18.3964,20.236,20.236,31.2739,0.0,11.9576,0.0802
Seq_8073,29.0994,5.4561,35.4649,22.7339,17.2778,23.6432,6.3655,12.731,8.1842,40.0116,17.2778,11.8216,20.9152,8.1842,30.9181,15.459,23.6432,27.2807,3.6374,4.5468,0.0906
Seq_8074,42.2508,4.4948,47.6446,35.0592,17.0801,37.7561,15.2822,21.5749,21.5749,41.3519,17.9791,14.3833,28.7665,12.5854,38.655,21.5749,19.777,27.8676,8.9895,21.5749,0.10099999999999999
Seq_8075,36.9278,6.3047,26.1197,28.8217,13.5102,27.0203,9.9075,9.9075,8.1061,30.623,9.9075,6.3047,15.3115,9.0068,36.9278,21.6163,20.7156,29.7224,3.6027,9.9075,0.0993
Seq_8076,29.7082,6.3017,11.7032,14.404,4.5012,16.2045,1.8005,5.4015,7.202,42.3116,3.601,3.601,16.2045,10.803,22.5062,9.0025,9.0025,13.5037,3.601,4.5012,0.0998
Seq_8077,33.0444,1.8358,13.7685,19.2759,0.9179,20.1938,4.5895,25.7012,16.5222,26.6191,6.4253,14.6864,12.8506,10.0969,8.2611,10.0969,19.2759,18.358,3.6716,6.4253,0.0821
Seq_8078,20.8523,2.7199,14.506,9.0662,9.0662,25.3854,1.8132,14.506,12.6927,12.6927,6.3464,9.9728,4.5331,9.0662,10.8795,13.5993,17.2258,20.8523,4.5331,2.7199,0.0934
Seq_8079,0.9432,0.0,0.0,1.8864,3.7729,0.9432,0.0,0.9432,0.0,6.6026,0.9432,5.6593,0.9432,1.8864,0.9432,2.8297,1.8864,2.8297,0.9432,1.8864,0.0568
Seq_8080,15.4454,6.3599,18.1711,25.4395,10.9026,25.4395,8.177,20.8967,20.8967,21.8053,3.6342,7.2684,13.6283,5.4513,9.9941,18.1711,20.8967,15.4454,5.4513,13.6283,0.0914
Seq_8081,24.8184,3.6768,9.192,13.788,7.3536,15.6264,4.596,4.596,11.9496,14.7072,10.1112,3.6768,8.2728,9.192,5.5152,11.9496,10.1112,5.5152,0.9192,7.3536,0.0808
Seq_8082,10.0805,1.8328,8.2477,8.2477,6.4149,10.9969,3.6656,7.3313,3.6656,7.3313,4.5821,5.4985,4.5821,4.5821,5.4985,10.0805,10.9969,9.1641,2.7492,1.8328,0.0836
Seq_8083,37.115,0.0,16.2944,24.4416,3.621,24.4416,6.3367,11.7682,9.0524,30.7783,9.9577,1.8105,9.9577,9.0524,28.0626,12.6734,19.9154,34.3993,3.621,1.8105,0.0948
Seq_8084,45.5677,9.1135,41.9223,41.9223,16.4044,43.745,12.7589,24.6065,31.8974,61.0607,13.6703,23.6952,22.7838,26.4293,36.4541,26.4293,27.3406,47.3904,7.2908,13.6703,0.0886
Seq_8085,36.3612,0.909,19.0896,17.2716,20.9077,33.6341,3.6361,15.4535,23.6348,34.5431,10.9084,15.4535,12.7264,15.4535,13.6354,22.7257,26.3619,26.3619,7.2722,7.2722,0.091
Seq_8086,26.6901,1.8407,30.3715,59.8226,11.9645,28.5308,9.2035,15.6459,77.3092,20.2477,10.1238,24.8494,24.8494,27.6104,24.8494,32.2122,31.2918,24.8494,1.8407,3.6814,0.0797
Seq_8087,42.8977,3.5748,22.3426,81.3269,20.5552,45.5788,10.7244,15.1929,33.067,83.1143,6.2559,11.6181,30.3859,8.0433,64.3466,21.4489,24.13,50.0473,4.4685,19.6615,0.1063
Seq_8088,22.5974,1.8078,8.1351,20.7896,5.4234,13.5584,5.4234,24.4052,14.4623,28.0208,6.3273,4.5195,5.4234,12.6545,15.3662,19.8857,9.9429,16.2701,4.5195,8.1351,0.0961
Seq_8089,38.0503,6.3417,21.743,18.1192,11.7775,28.0847,3.6238,19.0251,9.9655,23.5549,9.0596,10.8715,8.1536,10.8715,19.0251,14.4953,15.4013,19.0251,0.906,10.8715,0.094
Seq_8090,26.0825,6.2958,32.3782,47.668,29.6801,43.171,11.6921,26.0825,31.4788,59.3601,13.4909,21.5855,26.9819,19.7867,25.1831,23.3843,26.0825,21.5855,12.5915,30.5794,0.1006
Seq_8091,21.0878,3.6674,7.3349,4.5843,2.7506,11.9192,0.9169,3.6674,3.6674,11.0023,0.9169,1.8337,8.2518,3.6674,8.2518,6.418,11.9192,3.6674,1.8337,0.9169,0.0831
Seq_8092,37.1973,0.0,25.403,37.1973,15.4233,39.0118,10.887,30.8466,18.145,36.2901,12.7015,9.9798,20.8668,19.0523,24.4958,15.4233,26.3103,39.0118,0.0,10.887,0.0927
Seq_8093,18.0809,6.3283,5.4243,7.2324,1.8081,15.3688,6.3283,7.2324,1.8081,17.1769,2.7121,8.1364,10.8486,6.3283,16.2728,10.8486,6.3283,13.5607,5.4243,7.2324,0.096
Seq_8094,28.351,2.7436,13.7182,13.7182,8.2309,17.3764,11.8891,11.8891,5.4873,22.8637,8.2309,0.9145,10.06,4.5727,10.06,11.8891,23.7782,16.4619,2.7436,2.7436,0.0855
Seq_8095,51.4251,9.022,27.0659,29.7725,17.1417,24.3593,16.2395,23.4571,36.0878,25.2615,11.7285,17.1417,23.4571,23.4571,18.9461,16.2395,23.4571,18.0439,9.022,9.9242,0.0978
Seq_8096,104.86,18.2365,68.3869,88.4471,56.5332,101.2126,26.4429,90.2707,94.8299,119.4492,36.473,66.5633,64.7396,44.6795,51.9741,92.0944,82.9761,111.2427,13.6774,34.6494,0.0882
Seq_8097,26.4862,0.9133,11.8731,16.4397,4.5666,20.0929,1.8266,18.2663,12.7864,10.0465,6.3932,5.4799,6.3932,9.1332,10.9598,10.0465,10.9598,15.5264,0.0,4.5666,0.0867
Seq_8098,34.7338,0.914,10.9686,15.5388,10.9686,23.7652,5.4843,3.6562,3.6562,24.6793,5.4843,0.914,17.3669,1.8281,10.9686,7.3124,8.2264,10.9686,1.8281,1.8281,0.086
Seq_8099,39.3467,4.5752,19.2159,19.2159,10.9805,32.0264,10.0654,12.8106,11.8955,45.752,5.4902,13.7256,15.5557,12.8106,21.0459,20.1309,19.2159,28.3663,1.8301,9.1504,0.085
Seq_8100,53.4199,5.342,28.4906,33.8326,18.697,30.2713,13.355,12.4646,7.1227,51.6392,16.026,8.9033,30.2713,8.9033,53.4199,16.026,16.9163,22.2583,11.5743,13.355,0.1097
Seq_8101,31.131,0.9156,15.5655,17.3967,17.3967,12.8186,2.7468,14.6499,27.4685,28.3841,8.2405,18.3123,11.903,19.2279,9.1562,22.8904,13.7342,23.806,4.5781,7.3249,0.0844
Seq_8102,17.4297,7.3388,9.1735,5.5041,11.0082,26.6033,2.7521,6.4215,0.9174,25.6859,3.6694,11.9256,14.6777,12.843,22.0165,18.3471,13.7603,16.5124,1.8347,1.8347,0.0826
Seq_8103,17.9542,5.3863,17.9542,22.4427,16.1588,14.3633,7.1817,12.5679,14.3633,21.545,9.8748,7.1817,13.4656,8.0794,17.9542,14.3633,19.7496,15.2611,2.6931,11.6702,0.1023
Seq_8104,16.4204,1.8245,6.3857,8.2102,2.7367,5.4735,4.5612,3.649,12.7714,9.1224,1.8245,5.4735,2.7367,0.9122,2.7367,9.1224,3.649,5.4735,0.9122,2.7367,0.0878
Seq_8105,41.9711,3.7308,9.3269,11.1923,20.5192,41.0384,5.5961,43.8365,13.0577,57.8268,10.2596,9.3269,20.5192,4.6635,9.3269,21.4519,24.25,40.1057,3.7308,8.3942,0.0673
Seq_8106,50.6457,3.6176,33.4623,25.3229,7.2351,32.558,8.1395,19.8965,15.3746,37.9843,13.5658,9.0439,19.8965,9.0439,33.4623,20.8009,26.2272,52.4545,2.7132,5.4263,0.0956
